1	5233565127
2	836334355
3	282792126
4	131444579
5	72773803
6	44788643
7	29106398
8	20032586
9	14418943
10	10967568
11	8561431
12	6949853
13	5786553
14	4805133
15	4113058
16	3469657
17	2930760
18	2491103
19	2095836
20	1732276
21	1430526
22	1172660
23	990103
24	829457
25	694238
26	572903
27	471180
28	382063
29	316575
30	265080
31	222698
32	191031
33	157514
34	129994
35	109966
36	91129
37	78288
38	69736
39	63921
40	55976
41	49842
42	45268
43	40046
44	36388
45	35086
46	32669
47	31413
48	29871
49	27240
50	25453
51	23935
52	22637
53	21271
54	20919
55	19660
56	18119
57	16687
58	15857
59	14700
60	14017
61	13734
62	12939
63	13060
64	12021
65	11416
66	10744
67	10207
68	9754
69	9151
70	9218
71	8990
72	8115
73	7664
74	7725
75	7585
76	7488
77	7254
78	7307
79	6785
80	6267
81	6316
82	6379
83	5994
84	5963
85	6132
86	5945
87	6098
88	6154
89	6101
90	6182
91	5636
92	5304
93	5121
94	5235
95	5030
96	4744
97	4797
98	4714
99	4722
100	4795
101	5032
102	4830
103	4804
104	4981
105	4821
106	5413
107	5488
108	6145
109	6295
110	6632
111	7017
112	7470
113	7543
114	7978
115	8052
116	8417
117	8518
118	9191
119	9735
120	10648
121	10816
122	12118
123	13421
124	13743
125	14650
126	16135
127	17412
128	18680
129	20949
130	22188
131	24149
132	25779
133	28532
134	31634
135	34582
136	38874
137	41689
138	45271
139	50191
140	53626
141	58647
142	62252
143	65404
144	69877
145	74950
146	79210
147	85304
148	91734
149	98103
150	103064
151	109678
152	114974
153	121774
154	129882
155	139637
156	148582
157	157658
158	170087
159	179952
160	191634
161	202272
162	213535
163	222697
164	232561
165	245162
166	256859
167	270415
168	281047
169	291465
170	301613
171	312589
172	324460
173	339748
174	351786
175	359051
176	371014
177	381480
178	396442
179	411518
180	424623
181	436696
182	450538
183	458876
184	473219
185	480817
186	490860
187	499018
188	507920
189	516029
190	531331
191	539675
192	550231
193	555164
194	561288
195	569621
196	577867
197	585733
198	596883
199	605866
200	611925
201	609046
202	614133
203	620362
204	624054
205	627700
206	632657
207	639094
208	642222
209	649603
210	653258
211	655892
212	658929
213	660127
214	662938
215	664047
216	663891
217	659923
218	658609
219	653748
220	654055
221	651462
222	644690
223	645573
224	644891
225	638096
226	632733
227	630675
228	625627
229	618792
230	611172
231	600432
232	590729
233	582941
234	572883
235	564655
236	555477
237	546655
238	536425
239	527814
240	519415
241	509445
242	502977
243	495851
244	490771
245	482774
246	476002
247	464337
248	453141
249	446191
250	441282
251	432371
252	426134
253	416052
254	408756
255	402888
256	399752
257	391970
258	385791
259	383520
260	374991
261	370510
262	365580
263	367092
264	360370
265	357268
266	351658
267	348730
268	345897
269	343724
270	341385
271	340488
272	336959
273	335297
274	334177
275	333978
276	333057
277	332380
278	331975
279	329756
280	329128
281	329628
282	327836
283	327603
284	329067
285	330961
286	329833
287	330016
288	330370
289	331723
290	334417
291	339331
292	342311
293	346680
294	351722
295	356412
296	362863
297	366507
298	373846
299	379078
300	386294
301	389686
302	397366
303	400205
304	406855
305	414082
306	418093
307	423876
308	427424
309	435831
310	440018
311	444912
312	444885
313	447685
314	453537
315	453079
316	457680
317	463755
318	465442
319	468650
320	468675
321	470770
322	470898
323	469365
324	472305
325	471238
326	469754
327	467684
328	466682
329	464683
330	458363
331	455693
332	451828
333	446942
334	444112
335	434952
336	431542
337	423797
338	417519
339	412421
340	404153
341	394077
342	389748
343	377795
344	369138
345	359776
346	351121
347	340390
348	329625
349	320683
350	307706
351	297068
352	287109
353	276031
354	261667
355	250453
356	236994
357	227151
358	216230
359	207508
360	195012
361	186031
362	175462
363	164620
364	153630
365	145378
366	136001
367	125873
368	118212
369	108974
370	102575
371	95753
372	88210
373	81385
374	75311
375	70108
376	64325
377	59251
378	54901
379	51024
380	46608
381	43549
382	40116
383	37375
384	34553
385	32640
386	30065
387	27820
388	25898
389	23806
390	22035
391	20884
392	19613
393	18062
394	16537
395	15532
396	14701
397	13989
398	12858
399	12212
400	11341
401	10976
402	10098
403	9436
404	8835
405	8344
406	7754
407	7355
408	6893
409	6601
410	6345
411	6104
412	5924
413	5670
414	5438
415	5451
416	5061
417	4830
418	4713
419	4492
420	4230
421	4352
422	4501
423	4451
424	4636
425	4627
426	4445
427	4519
428	4493
429	4628
430	4421
431	4142
432	4335
433	4215
434	4148
435	4376
436	4165
437	4241
438	4351
439	4581
440	4501
441	4557
442	4505
443	4616
444	4704
445	4874
446	5100
447	5132
448	5187
449	5137
450	5261
451	5180
452	5144
453	5566
454	5388
455	5706
456	5852
457	5959
458	5941
459	5941
460	5971
461	5870
462	6038
463	6000
464	6274
465	6328
466	6065
467	6254
468	6391
469	6395
470	6358
471	6314
472	6232
473	6283
474	6352
475	6664
476	6601
477	6678
478	6873
479	6499
480	6695
481	6965
482	6397
483	6740
484	6788
485	6468
486	6559
487	6234
488	6475
489	6453
490	6252
491	6357
492	6597
493	6443
494	6381
495	6317
496	6091
497	6187
498	6100
499	5974
500	5902
501	5842
502	5848
503	5879
504	6087
505	5788
506	6055
507	5753
508	5710
509	5649
510	5301
511	5799
512	5488
513	5252
514	5268
515	5460
516	5253
517	5143
518	5364
519	5204
520	5243
521	5226
522	5458
523	5299
524	5313
525	5181
526	5127
527	4916
528	4799
529	4866
530	4997
531	4890
532	4920
533	5022
534	4854
535	4932
536	4860
537	4851
538	4975
539	5151
540	5064
541	5244
542	5233
543	5282
544	5355
545	4982
546	5240
547	5278
548	5077
549	5145
550	5310
551	5122
552	4959
553	5058
554	5000
555	4833
556	4915
557	4944
558	5046
559	4925
560	4955
561	5098
562	4908
563	5086
564	4994
565	5026
566	4947
567	4999
568	5119
569	5188
570	5286
571	5320
572	5028
573	5425
574	5200
575	5415
576	5457
577	5683
578	5559
579	5787
580	6041
581	5775
582	5687
583	6010
584	6087
585	6073
586	6148
587	6257
588	6416
589	6533
590	6429
591	6381
592	6609
593	6613
594	6888
595	6924
596	7003
597	6947
598	6946
599	6905
600	6878
601	6964
602	7101
603	7123
604	7001
605	7127
606	7114
607	7229
608	7400
609	7228
610	7233
611	7467
612	7749
613	7904
614	7942
615	8100
616	8231
617	8227
618	8069
619	8020
620	7957
621	8288
622	8491
623	8221
624	8587
625	8905
626	9233
627	9206
628	9189
629	9326
630	9320
631	9547
632	9568
633	9625
634	10029
635	10133
636	9824
637	9895
638	9795
639	9963
640	10327
641	10411
642	10387
643	10402
644	10370
645	10384
646	10513
647	10401
648	10800
649	11111
650	11049
651	11108
652	11177
653	11622
654	11663
655	11535
656	11317
657	11298
658	11427
659	11176
660	11340
661	11333
662	11445
663	11478
664	11469
665	11000
666	11155
667	11026
668	10883
669	11104
670	10879
671	10618
672	10781
673	10681
674	10709
675	10964
676	10740
677	10768
678	10674
679	10582
680	10430
681	10378
682	10573
683	10627
684	10092
685	10026
686	9988
687	10054
688	9801
689	9642
690	9713
691	9188
692	9403
693	9363
694	9056
695	9324
696	9146
697	9171
698	8999
699	9016
700	8904
701	9100
702	9062
703	9199
704	9140
705	9241
706	9322
707	9365
708	9468
709	9489
710	10172
711	10085
712	10275
713	10172
714	10121
715	10215
716	9862
717	10305
718	10346
719	10396
720	10625
721	10798
722	11026
723	10767
724	10675
725	10610
726	10714
727	11076
728	10915
729	10933
730	10890
731	10954
732	11048
733	11342
734	11343
735	11718
736	11574
737	11488
738	11655
739	11974
740	12071
741	12262
742	12373
743	12354
744	12303
745	12238
746	12323
747	12671
748	12995
749	12983
750	13042
751	13178
752	13704
753	13703
754	14202
755	14354
756	14608
757	15448
758	15435
759	15564
760	15689
761	16106
762	16572
763	17083
764	17602
765	18043
766	18725
767	19241
768	20246
769	20494
770	21420
771	22002
772	22517
773	22558
774	23705
775	24530
776	25796
777	26206
778	26950
779	27922
780	28252
781	28933
782	29504
783	29971
784	30863
785	31645
786	32437
787	33359
788	33600
789	34560
790	34918
791	35569
792	35966
793	36985
794	37434
795	38449
796	39197
797	39974
798	40871
799	41642
800	42123
801	42784
802	43564
803	44429
804	44505
805	45125
806	46195
807	47511
808	47937
809	48633
810	49670
811	50049
812	51256
813	51379
814	52689
815	52898
816	53710
817	54880
818	55729
819	55763
820	57016
821	57778
822	57369
823	58948
824	59694
825	59957
826	60545
827	61571
828	61961
829	62181
830	62842
831	62965
832	63754
833	64678
834	64992
835	65455
836	65639
837	66325
838	66417
839	65883
840	66645
841	66012
842	65888
843	65491
844	65483
845	65379
846	64672
847	64768
848	63958
849	63975
850	63341
851	62224
852	62020
853	60867
854	60262
855	59794
856	58619
857	57987
858	57245
859	56782
860	56315
861	54900
862	54038
863	53256
864	51927
865	50973
866	50336
867	49633
868	48336
869	47704
870	47119
871	45390
872	44812
873	44638
874	44015
875	43561
876	42287
877	41948
878	40469
879	39670
880	39806
881	39264
882	37748
883	37046
884	37030
885	36072
886	35297
887	34380
888	34493
889	33154
890	32737
891	32271
892	31758
893	30375
894	29921
895	28578
896	28089
897	27248
898	26906
899	26398
900	26075
901	25698
902	24433
903	23524
904	23056
905	22119
906	21427
907	21071
908	20621
909	19777
910	19543
911	18674
912	18451
913	17769
914	17640
915	16982
916	16411
917	15900
918	15259
919	14757
920	14253
921	13791
922	13501
923	13233
924	12443
925	12208
926	11439
927	11303
928	11095
929	10508
930	9899
931	9823
932	9440
933	9272
934	9157
935	8757
936	8611
937	7970
938	7951
939	7670
940	7592
941	7345
942	7083
943	6998
944	6836
945	6785
946	6623
947	6620
948	6525
949	6402
950	6174
951	5957
952	5731
953	5612
954	5651
955	5442
956	5330
957	5216
958	5204
959	4956
960	4958
961	5001
962	4802
963	4702
964	4672
965	4496
966	4428
967	4301
968	4183
969	4195
970	4221
971	3933
972	3930
973	3904
974	3926
975	3903
976	3717
977	3585
978	3563
979	3401
980	3580
981	3382
982	3315
983	3339
984	3327
985	3221
986	3124
987	3005
988	3107
989	2962
990	2988
991	2964
992	2904
993	2810
994	2806
995	2752
996	2702
997	2509
998	2503
999	2474
1000	2773347
